job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,benefits_score,company_name,remote_category
XYZ133,AI Specialist,62564,EUR,Mid,Part Time,United States,M,Ireland,50,"AWS, Azure, Python, Git, SQL",Master,1,Technology,11/20/19,8.4,Quantum Minds,Hybrid
XYZ134,Computer Vision Engineer,154709,EUR,Mid,Contract,Norway,S,Denmark,50,"R, NLP, Hadoop, Scala, Docker",Master,4,Telecommunications,5/7/19,5.0,NeuralNet Inc,Hybrid
XYZ135,Machine Learning Researcher,151493,USD,Senior,Contract,India,M,Singapore,50,"Linux, NLP, Git, Java, Spark",Bachelor,14,Education,3/10/19,5.1,Visionary AI,Hybrid
XYZ136,NLP Engineer,136102,GBP,Mid,Full Time,Germany,M,Ireland,100,"R, Tableau, NLP, GCP, TensorFlow",Master,13,Media,10/3/19,6.1,NeuralNet Inc,Fully Remote
XYZ137,ML Ops Engineer,132635,GBP,Executive,Contract,Sweden,S,India,100,"Data Visualization, Kubernetes, Spark, GCP, MLOps",Bachelor,2,Technology,10/20/19,6.2,NextGen Analytics,Fully Remote
XYZ138,NLP Engineer,91612,USD,Senior,Contract,Netherlands,S,Austria,50,"Tableau, GCP, Docker, Computer Vision, NLP",Bachelor,11,Healthcare,3/11/19,9.5,Quantum Minds,Hybrid
XYZ139,Autonomous Systems Engineer,143550,EUR,Entry_Level,Freelancer,China,S,Switzerland,0,"Kubernetes, Deep Learning, Hadoop, Java, TensorFlow",Associate,5,Technology,10/15/19,9.1,NeuralNet Inc,On-site
XYZ140,Head of AI,74186,GBP,Entry_Level,Full Time,Japan,M,Germany,100,"Data Visualization, NLP, PyTorch, GCP, TensorFlow",Bachelor,8,Gaming,12/7/19,9.7,AlphaByte AI,Fully Remote
XYZ141,Computer Vision Engineer,154516,GBP,Entry_Level,Full Time,Denmark,L,Austria,100,"Python, NLP, Azure, Hadoop, Statistics",Master,6,Manufacturing,12/14/19,6.7,Visionary AI,Fully Remote
XYZ142,ML Ops Engineer,75546,GBP,Executive,Contract,Singapore,M,Finland,50,"Linux, AWS, Python, PyTorch, Kubernetes",Associate,4,Energy,9/25/19,5.9,NextGen Analytics,Hybrid
XYZ143,AI Research Scientist,123678,GBP,Senior,Contract,India,L,Denmark,50,"Tableau, Python, TensorFlow, Scala, Docker",Bachelor,13,Education,6/17/19,9.6,AlphaByte AI,Hybrid
XYZ144,Data Engineer,100390,USD,Executive,Contract,Denmark,L,China,0,"Computer Vision, PyTorch, AWS, Scala, Data Visualization",Bachelor,9,Manufacturing,6/15/19,6.6,NextGen Analytics,On-site
XYZ145,Robotics Engineer,78624,GBP,Entry_Level,Full Time,Netherlands,M,Finland,50,"Git, Kubernetes, R, TensorFlow, GCP",Bachelor,9,Manufacturing,10/8/19,8.8,Quantum Minds,Hybrid
XYZ146,AI Specialist,158104,USD,Mid,Part Time,Norway,M,United States,50,"PyTorch, Azure, Computer Vision, NLP, Hadoop",PhD,10,Government,5/18/19,5.3,Visionary AI,Hybrid
XYZ147,AI Research Scientist,150299,GBP,Mid,Contract,United States,S,Norway,50,"PyTorch, Data Visualization, Kubernetes, Spark, Deep Learning",Bachelor,13,Gaming,9/13/19,9.4,Visionary AI,Hybrid
XYZ148,AI Product Manager,127594,USD,Senior,Part Time,Japan,L,Australia,50,"Java, Git, PyTorch, TensorFlow, Data Visualization",Master,6,Finance,6/18/19,7.9,Quantum Minds,Hybrid
XYZ149,Data Analyst,131857,GBP,Mid,Freelancer,Netherlands,M,Sweden,50,"Git, Scala, SQL, Mathematics, Python",Associate,11,Real Estate,8/8/19,7.3,NextGen Analytics,Hybrid
XYZ150,AI Specialist,148921,USD,Mid,Part Time,India,S,Sweden,0,"SQL, Git, Java, Tableau, MLOps",Bachelor,11,Real Estate,9/1/19,9.8,NextGen Analytics,On-site
XYZ151,Data Scientist,123544,GBP,Senior,Freelancer,France,L,Japan,100,"NLP, Linux, Scala, GCP, Azure",Bachelor,14,Manufacturing,9/17/19,9.4,NextGen Analytics,Fully Remote
XYZ152,Data Scientist,149803,GBP,Executive,Freelancer,Israel,M,United Kingdom,50,"Java, Spark, Computer Vision, Statistics, NLP",Bachelor,7,Government,2/6/19,8.1,NeuralNet Inc,Hybrid
XYZ153,ML Ops Engineer,78118,GBP,Senior,Freelancer,Germany,S,Austria,50,"Kubernetes, TensorFlow, Linux, Java, Docker",Bachelor,8,Gaming,11/27/19,6.8,NeuralNet Inc,Hybrid
XYZ154,AI Architect,62984,GBP,Executive,Full Time,Australia,L,Japan,0,"Git, AWS, Spark, Deep Learning, Data Visualization",Associate,3,Government,6/6/19,7.8,AlphaByte AI,On-site
XYZ155,Research Scientist,161566,GBP,Mid,Contract,Canada,L,Ireland,0,"SQL, TensorFlow, MLOps, Kubernetes, PyTorch",Master,6,Media,2/16/19,7.8,NextGen Analytics,On-site
XYZ156,AI Specialist,99999,GBP,Entry_Level,Contract,Singapore,L,France,50,"NLP, Azure, Mathematics, SQL, Tableau",Associate,8,Consulting,6/4/19,6.4,NextGen Analytics,Hybrid
XYZ157,Autonomous Systems Engineer,140126,EUR,Executive,Freelancer,Singapore,L,Finland,50,"Data Visualization, Git, Java, Kubernetes, AWS",Master,0,Education,11/3/19,5.9,Quantum Minds,Hybrid
XYZ158,AI Research Scientist,144453,USD,Senior,Full Time,France,S,Ireland,50,"Java, PyTorch, Azure, Tableau, Spark",Master,5,Finance,9/3/19,9.0,NextGen Analytics,Hybrid
XYZ159,Head of AI,115857,USD,Mid,Full Time,Denmark,M,Switzerland,50,"R, SQL, Azure, PyTorch, Hadoop",Master,12,Education,7/9/19,9.2,Visionary AI,Hybrid
XYZ160,Data Engineer,107869,GBP,Mid,Contract,South Korea,M,United Kingdom,50,"Java, Statistics, Linux, Mathematics, Git",Master,5,Energy,2/24/19,7.2,NextGen Analytics,Hybrid
XYZ161,AI Software Engineer,141365,EUR,Senior,Part Time,India,L,Netherlands,50,"Deep Learning, R, SQL, Kubernetes, NLP",Master,9,Energy,8/11/19,7.3,NeuralNet Inc,Hybrid
XYZ162,Autonomous Systems Engineer,114830,USD,Mid,Freelancer,Denmark,S,Israel,0,"Mathematics, Kubernetes, Statistics, Spark, Data Visualization",Master,4,Media,7/13/19,5.5,Visionary AI,On-site
XYZ163,Robotics Engineer,127721,GBP,Mid,Freelancer,Japan,L,Austria,50,"Tableau, Linux, Azure, PyTorch, NLP",Associate,14,Education,12/20/19,9.7,NextGen Analytics,Hybrid
XYZ164,Data Scientist,118411,USD,Mid,Part Time,Germany,L,United States,0,"Kubernetes, Data Visualization, SQL, GCP, MLOps",Bachelor,7,Finance,5/14/19,5.3,Visionary AI,On-site
XYZ165,ML Ops Engineer,127827,USD,Executive,Freelancer,Israel,M,Singapore,50,"Scala, SQL, Computer Vision, MLOps, NLP",PhD,0,Real Estate,3/5/19,5.5,AlphaByte AI,Hybrid
XYZ166,Data Analyst,64394,GBP,Senior,Contract,China,L,Germany,100,"R, Docker, SQL, Linux, Tableau",Master,1,Gaming,7/5/19,9.1,NeuralNet Inc,Fully Remote
XYZ167,Data Analyst,105171,USD,Executive,Full Time,Ireland,S,Switzerland,0,"Linux, Data Visualization, AWS, PyTorch, Statistics",Master,6,Government,2/8/19,6.8,AlphaByte AI,On-site
XYZ168,NLP Engineer,84089,USD,Mid,Full Time,Japan,L,Netherlands,50,"Docker, R, Statistics, Scala, Azure",Associate,15,Energy,7/20/19,7.7,NeuralNet Inc,Hybrid
XYZ169,Machine Learning Researcher,145960,EUR,Mid,Contract,Sweden,S,Switzerland,50,"SQL, Linux, Git, Mathematics, AWS",Associate,11,Education,9/28/19,7.5,Visionary AI,Hybrid
XYZ170,Robotics Engineer,116845,EUR,Executive,Contract,China,S,China,50,"Deep Learning, TensorFlow, Spark, Kubernetes, Python",PhD,1,Media,10/4/19,5.3,AlphaByte AI,Hybrid
XYZ171,Machine Learning Researcher,103691,GBP,Executive,Contract,Norway,L,Japan,0,"Linux, AWS, Hadoop, Python, Java",Master,12,Manufacturing,1/24/19,9.6,Visionary AI,On-site
XYZ172,Principal Data Scientist,88940,GBP,Mid,Contract,Germany,L,Germany,100,"Hadoop, Deep Learning, SQL, Python, GCP",Master,6,Finance,5/15/19,6.3,AlphaByte AI,Fully Remote
XYZ173,ML Ops Engineer,86794,EUR,Mid,Freelancer,United Kingdom,S,China,100,"SQL, Deep Learning, Data Visualization, Spark, Computer Vision",Master,7,Finance,10/10/19,8.4,Quantum Minds,Fully Remote
XYZ174,AI Software Engineer,156232,GBP,Senior,Full Time,Israel,S,Norway,100,"Tableau, PyTorch, Computer Vision, Kubernetes, Data Visualization",PhD,1,Retail,4/16/19,5.3,Quantum Minds,Fully Remote
XYZ175,AI Research Scientist,69798,USD,Mid,Contract,China,L,Switzerland,100,"Deep Learning, Git, AWS, Linux, Scala",Bachelor,3,Finance,12/18/19,7.3,NextGen Analytics,Fully Remote
XYZ176,AI Architect,129990,USD,Mid,Freelancer,Switzerland,L,India,50,"Git, Kubernetes, GCP, TensorFlow, Hadoop",Master,2,Retail,4/13/19,7.8,Quantum Minds,Hybrid
XYZ177,Data Engineer,117075,GBP,Entry_Level,Contract,Denmark,M,United Kingdom,50,"Linux, Java, Mathematics, PyTorch, SQL",PhD,5,Retail,8/13/19,7.4,NeuralNet Inc,Hybrid
XYZ178,Research Scientist,99564,USD,Senior,Part Time,Sweden,S,China,100,"Deep Learning, MLOps, Java, Data Visualization, Linux",PhD,10,Transportation,1/26/19,7.1,NextGen Analytics,Fully Remote
XYZ179,Principal Data Scientist,128298,USD,Executive,Part Time,United Kingdom,S,Sweden,0,"Mathematics, R, NLP, Scala, Tableau",Master,4,Automotive,4/9/19,6.4,NeuralNet Inc,On-site
XYZ180,Data Engineer,109292,USD,Executive,Freelancer,South Korea,S,Austria,50,"TensorFlow, SQL, PyTorch, Hadoop, GCP",Master,10,Real Estate,12/15/19,8.6,Visionary AI,Hybrid
XYZ181,AI Research Scientist,148876,GBP,Entry_Level,Freelancer,India,S,Denmark,100,"NLP, GCP, SQL, Kubernetes, Scala",Bachelor,9,Media,7/8/19,9.7,NeuralNet Inc,Fully Remote
XYZ182,AI Software Engineer,132195,EUR,Senior,Part Time,China,M,France,0,"Python, Java, Hadoop, MLOps, Linux",Master,7,Real Estate,9/11/19,9.3,NeuralNet Inc,On-site
XYZ183,Data Engineer,160010,USD,Mid,Contract,Japan,L,Finland,0,"Git, Tableau, MLOps, AWS, R",Bachelor,2,Energy,10/8/19,5.5,AlphaByte AI,On-site
XYZ184,Computer Vision Engineer,92575,USD,Entry_Level,Full Time,Ireland,L,Norway,50,"Linux, Kubernetes, AWS, Git, Statistics",Master,9,Manufacturing,11/18/19,5.5,Quantum Minds,Hybrid
XYZ185,NLP Engineer,66823,GBP,Senior,Part Time,Germany,S,South Korea,50,"Tableau, Linux, Computer Vision, Data Visualization, Hadoop",Master,12,Manufacturing,12/5/19,5.7,AlphaByte AI,Hybrid
XYZ186,NLP Engineer,65453,USD,Entry_Level,Contract,South Korea,M,United Kingdom,50,"Tableau, PyTorch, R, Spark, AWS",Associate,14,Manufacturing,1/22/19,9.5,Visionary AI,Hybrid
XYZ187,Principal Data Scientist,144433,USD,Executive,Part Time,Switzerland,L,Norway,100,"Statistics, R, Spark, TensorFlow, Java",PhD,3,Transportation,2/18/19,5.1,Visionary AI,Fully Remote
XYZ188,ML Ops Engineer,106539,GBP,Mid,Full Time,Singapore,S,Ireland,50,"AWS, Tableau, TensorFlow, Data Visualization, Azure",Associate,1,Government,9/4/19,8.5,Visionary AI,Hybrid
XYZ189,AI Software Engineer,143047,USD,Entry_Level,Contract,Denmark,M,Finland,50,"Hadoop, GCP, Spark, Tableau, Scala",Associate,7,Finance,12/7/19,9.4,Quantum Minds,Hybrid
XYZ190,Data Engineer,95283,GBP,Entry_Level,Contract,Switzerland,S,Netherlands,50,"Git, MLOps, TensorFlow, Linux, Docker",Master,9,Energy,10/24/19,8.9,Visionary AI,Hybrid
XYZ191,Deep Learning Engineer,64566,GBP,Entry_Level,Full Time,Netherlands,S,India,50,"Mathematics, NLP, TensorFlow, SQL, Java",Bachelor,11,Healthcare,6/25/19,5.0,AlphaByte AI,Hybrid
XYZ192,Machine Learning Engineer,75450,EUR,Mid,Full Time,United States,L,Canada,50,"Spark, GCP, SQL, Data Visualization, Mathematics",PhD,12,Retail,1/27/19,9.9,NextGen Analytics,Hybrid
XYZ193,NLP Engineer,133033,USD,Mid,Part Time,Switzerland,S,Canada,100,"Mathematics, TensorFlow, Java, PyTorch, Git",PhD,0,Finance,9/19/19,9.9,Quantum Minds,Fully Remote
XYZ194,Research Scientist,161165,EUR,Senior,Full Time,Norway,L,China,50,"Java, GCP, R, Spark, Git",Associate,10,Finance,11/16/19,6.6,AlphaByte AI,Hybrid
XYZ195,Principal Data Scientist,113863,GBP,Entry_Level,Full Time,Sweden,M,China,100,"Computer Vision, PyTorch, Statistics, Java, Linux",Bachelor,11,Media,10/23/19,6.9,NextGen Analytics,Fully Remote
XYZ196,AI Architect,149008,USD,Mid,Full Time,Japan,L,Netherlands,50,"Docker, Computer Vision, Linux, TensorFlow, Java",Bachelor,11,Telecommunications,3/2/19,9.9,NextGen Analytics,Hybrid
XYZ197,Autonomous Systems Engineer,148257,EUR,Senior,Part Time,Austria,L,Switzerland,50,"Deep Learning, Computer Vision, MLOps, Tableau, Docker",Associate,13,Real Estate,12/14/19,6.0,AlphaByte AI,Hybrid
XYZ198,ML Ops Engineer,64075,GBP,Mid,Part Time,India,S,Denmark,0,"PyTorch, Deep Learning, TensorFlow, R, Data Visualization",Bachelor,4,Retail,5/23/19,7.8,Quantum Minds,On-site
XYZ199,Deep Learning Engineer,130212,USD,Mid,Part Time,Australia,L,Ireland,50,"Tableau, Spark, Statistics, R, Data Visualization",Master,4,Manufacturing,4/3/19,7.5,AlphaByte AI,Hybrid
XYZ200,Head of AI,117327,EUR,Executive,Freelancer,United Kingdom,M,Ireland,0,"R, Tableau, AWS, Scala, MLOps",Bachelor,10,Telecommunications,1/23/19,6.6,Visionary AI,On-site
XYZ201,Machine Learning Researcher,104301,GBP,Mid,Contract,Japan,M,United Kingdom,0,"Azure, AWS, Mathematics, Linux, TensorFlow",Bachelor,3,Transportation,9/11/19,7.4,Quantum Minds,On-site
XYZ202,ML Ops Engineer,133872,USD,Executive,Freelancer,Australia,L,Israel,100,"Tableau, R, Python, Kubernetes, NLP",Bachelor,15,Finance,3/17/19,8.5,Quantum Minds,Fully Remote
XYZ203,AI Research Scientist,70110,GBP,Senior,Contract,Singapore,S,Austria,100,"SQL, Statistics, Docker, GCP, Git",PhD,14,Gaming,11/26/19,8.4,AlphaByte AI,Fully Remote
XYZ204,Robotics Engineer,111546,GBP,Entry_Level,Full Time,Canada,L,France,100,"Git, Tableau, Mathematics, Docker, NLP",Associate,12,Healthcare,8/27/19,8.3,Visionary AI,Fully Remote
XYZ205,Autonomous Systems Engineer,94887,USD,Executive,Full Time,Germany,M,Singapore,50,"Kubernetes, Computer Vision, Data Visualization, SQL, R",Master,1,Consulting,9/8/19,9.8,NextGen Analytics,Hybrid
XYZ206,Data Analyst,106963,EUR,Mid,Contract,South Korea,L,Singapore,50,"Git, Kubernetes, Data Visualization, Statistics, Mathematics",PhD,9,Telecommunications,2/9/19,6.9,NeuralNet Inc,Hybrid
XYZ207,Machine Learning Engineer,120681,USD,Executive,Contract,United States,M,Germany,100,"NLP, Hadoop, Azure, R, SQL",Bachelor,15,Transportation,11/8/19,8.8,AlphaByte AI,Fully Remote
XYZ208,Research Scientist,150080,USD,Executive,Freelancer,Ireland,S,Norway,50,"Docker, NLP, AWS, Hadoop, Data Visualization",Bachelor,7,Healthcare,6/10/19,5.8,NeuralNet Inc,Hybrid
XYZ209,AI Architect,120737,GBP,Mid,Full Time,Switzerland,M,South Korea,50,"Spark, SQL, Scala, Python, MLOps",Bachelor,1,Retail,12/6/19,6.5,NeuralNet Inc,Hybrid
XYZ210,Autonomous Systems Engineer,110341,EUR,Mid,Part Time,South Korea,M,United Kingdom,50,"Python, Data Visualization, NLP, Tableau, Java",Master,4,Real Estate,11/20/19,9.9,NextGen Analytics,Hybrid
XYZ211,Principal Data Scientist,99151,GBP,Entry_Level,Freelancer,United Kingdom,L,India,0,"Spark, Mathematics, Azure, PyTorch, TensorFlow",PhD,11,Manufacturing,8/2/19,6.8,NextGen Analytics,On-site
XYZ212,AI Product Manager,105070,USD,Entry_Level,Full Time,Singapore,S,Finland,100,"Git, Statistics, TensorFlow, R, Linux",Master,7,Technology,6/3/19,10.0,NextGen Analytics,Fully Remote
XYZ213,AI Software Engineer,90840,USD,Entry_Level,Contract,United States,S,Australia,100,"R, Computer Vision, Mathematics, Python, Java",PhD,15,Real Estate,8/23/19,9.5,Visionary AI,Fully Remote
XYZ214,Data Scientist,123548,USD,Entry_Level,Part Time,Singapore,M,Finland,50,"TensorFlow, MLOps, NLP, PyTorch, Scala",Associate,0,Healthcare,10/26/19,5.7,Quantum Minds,Hybrid
XYZ215,Research Scientist,115939,GBP,Senior,Full Time,Denmark,S,Israel,0,"PyTorch, Linux, R, MLOps, Scala",Associate,11,Media,12/15/19,6.0,AlphaByte AI,On-site
XYZ216,Machine Learning Engineer,73021,USD,Senior,Full Time,Denmark,S,Israel,100,"PyTorch, Python, Azure, Linux, Kubernetes",PhD,6,Manufacturing,6/9/19,6.0,NextGen Analytics,Fully Remote
XYZ217,Deep Learning Engineer,66538,USD,Senior,Full Time,Japan,S,Netherlands,50,"Tableau, GCP, Kubernetes, R, Python",Master,8,Manufacturing,10/21/19,7.8,NeuralNet Inc,Hybrid
XYZ218,Research Scientist,63824,EUR,Entry_Level,Contract,France,M,Japan,100,"Kubernetes, Mathematics, MLOps, GCP, Git",PhD,7,Education,4/13/19,6.0,Visionary AI,Fully Remote
XYZ219,Deep Learning Engineer,158783,EUR,Mid,Part Time,South Korea,L,Austria,100,"TensorFlow, Azure, Scala, Git, Linux",Bachelor,15,Retail,11/17/19,7.1,Quantum Minds,Fully Remote
XYZ220,Autonomous Systems Engineer,81034,USD,Mid,Freelancer,Austria,L,Ireland,50,"Azure, R, Deep Learning, Mathematics, Spark",Associate,0,Automotive,9/23/19,8.0,NextGen Analytics,Hybrid
XYZ221,Machine Learning Researcher,154803,GBP,Executive,Full Time,France,L,United Kingdom,50,"GCP, Java, R, Git, Docker",Associate,15,Healthcare,8/7/19,7.9,Visionary AI,Hybrid
XYZ222,AI Software Engineer,155092,EUR,Mid,Full Time,Australia,L,United States,50,"Git, MLOps, Data Visualization, Java, Spark",PhD,7,Real Estate,9/22/19,5.8,NextGen Analytics,Hybrid
XYZ223,AI Consultant,84708,EUR,Mid,Part Time,Japan,M,Israel,100,"AWS, Data Visualization, Mathematics, TensorFlow, GCP",Master,8,Consulting,2/16/19,6.7,Quantum Minds,Fully Remote
XYZ224,Head of AI,126198,GBP,Senior,Part Time,United Kingdom,S,United Kingdom,100,"Python, Scala, Azure, Linux, Docker",Bachelor,15,Government,9/11/19,9.1,Visionary AI,Fully Remote
XYZ225,AI Consultant,104995,GBP,Senior,Freelancer,Japan,M,Norway,100,"Docker, Azure, Hadoop, GCP, Scala",PhD,5,Real Estate,3/23/19,8.0,Quantum Minds,Fully Remote
XYZ226,Robotics Engineer,94344,USD,Entry_Level,Contract,Germany,S,Canada,50,"Computer Vision, Mathematics, PyTorch, Statistics, Linux",Bachelor,11,Media,12/26/19,5.5,AlphaByte AI,Hybrid
XYZ227,ML Ops Engineer,115218,EUR,Executive,Contract,Singapore,M,Germany,100,"Computer Vision, Data Visualization, NLP, Hadoop, Deep Learning",Bachelor,14,Technology,11/27/19,7.6,Visionary AI,Fully Remote
XYZ228,NLP Engineer,133782,EUR,Senior,Freelancer,Israel,M,Austria,100,"GCP, Computer Vision, Spark, Python, Statistics",Bachelor,15,Manufacturing,8/2/19,6.2,AlphaByte AI,Fully Remote
XYZ229,Machine Learning Researcher,161310,EUR,Executive,Full Time,France,M,Ireland,50,"Computer Vision, Git, Data Visualization, Tableau, Docker",Associate,11,Manufacturing,5/6/19,5.8,Visionary AI,Hybrid
XYZ230,AI Consultant,87186,EUR,Senior,Part Time,China,L,Austria,50,"GCP, PyTorch, Data Visualization, Azure, Scala",PhD,15,Media,1/25/19,8.5,Quantum Minds,Hybrid
XYZ231,Data Scientist,159910,EUR,Senior,Part Time,Singapore,M,Canada,50,"R, SQL, Azure, Spark, TensorFlow",Bachelor,2,Energy,11/9/19,6.0,Visionary AI,Hybrid
XYZ232,AI Specialist,111989,GBP,Mid,Part Time,Austria,L,South Korea,50,"Java, Spark, Tableau, GCP, Docker",Master,14,Healthcare,6/27/19,9.5,AlphaByte AI,Hybrid
XYZ233,Data Scientist,138626,USD,Executive,Contract,Singapore,M,Israel,100,"AWS, MLOps, PyTorch, GCP, Statistics",Master,7,Technology,1/11/19,7.5,NeuralNet Inc,Fully Remote
XYZ234,Machine Learning Researcher,136983,EUR,Mid,Part Time,Ireland,M,Canada,50,"TensorFlow, Azure, Hadoop, Deep Learning, Python",Bachelor,11,Media,4/4/19,7.1,Visionary AI,Hybrid
XYZ235,Robotics Engineer,132139,USD,Entry_Level,Contract,Denmark,L,Switzerland,50,"MLOps, Hadoop, Scala, GCP, SQL",Associate,9,Government,6/9/19,6.4,NeuralNet Inc,Hybrid
XYZ236,Machine Learning Researcher,128323,GBP,Mid,Part Time,Canada,M,Singapore,100,"Linux, Hadoop, GCP, Azure, Git",Associate,4,Transportation,10/12/19,8.3,Visionary AI,Fully Remote
XYZ237,Head of AI,68459,GBP,Entry_Level,Freelancer,Netherlands,S,Israel,50,"Azure, Git, SQL, Computer Vision, Statistics",Associate,5,Telecommunications,9/2/19,9.5,Visionary AI,Hybrid
XYZ238,AI Consultant,108566,EUR,Entry_Level,Contract,Switzerland,L,Switzerland,50,"R, Azure, NLP, Tableau, SQL",Associate,13,Manufacturing,6/22/19,9.7,AlphaByte AI,Hybrid
XYZ239,AI Product Manager,62931,EUR,Entry_Level,Part Time,Ireland,L,Norway,50,"Git, R, Deep Learning, Spark, TensorFlow",Master,12,Telecommunications,8/21/19,7.7,AlphaByte AI,Hybrid
XYZ240,Machine Learning Researcher,159218,GBP,Senior,Full Time,France,S,Australia,50,"Hadoop, TensorFlow, Kubernetes, MLOps, GCP",Bachelor,13,Consulting,11/20/19,8.1,NeuralNet Inc,Hybrid
XYZ241,Data Engineer,147611,EUR,Mid,Full Time,Netherlands,M,Japan,100,"Computer Vision, Java, Linux, TensorFlow, Hadoop",Master,13,Technology,11/18/19,5.6,Quantum Minds,Fully Remote
XYZ242,Data Engineer,88390,EUR,Executive,Contract,United Kingdom,L,Austria,50,"Kubernetes, Data Visualization, Deep Learning, TensorFlow, Git",PhD,12,Consulting,1/25/19,5.3,AlphaByte AI,Hybrid
XYZ243,AI Software Engineer,82607,GBP,Mid,Part Time,Finland,M,United States,100,"R, Linux, GCP, Hadoop, Mathematics",Bachelor,12,Energy,5/17/19,7.8,NeuralNet Inc,Fully Remote
XYZ244,AI Research Scientist,124537,GBP,Executive,Full Time,United Kingdom,L,Germany,50,"Git, Spark, Python, TensorFlow, Data Visualization",Bachelor,1,Telecommunications,6/2/19,8.5,AlphaByte AI,Hybrid
XYZ245,Research Scientist,66944,USD,Executive,Part Time,Norway,L,Canada,100,"Data Visualization, Kubernetes, Scala, SQL, Deep Learning",Bachelor,10,Healthcare,8/21/19,6.3,NeuralNet Inc,Fully Remote
XYZ246,Data Analyst,99054,GBP,Entry_Level,Full Time,Sweden,M,China,50,"Hadoop, Git, Tableau, AWS, PyTorch",Bachelor,1,Transportation,5/17/19,9.9,NeuralNet Inc,Hybrid
XYZ247,NLP Engineer,82204,USD,Mid,Contract,Finland,M,France,100,"Statistics, Mathematics, Spark, Linux, Scala",PhD,1,Gaming,11/17/19,9.4,AlphaByte AI,Fully Remote
XYZ248,AI Architect,68214,GBP,Mid,Part Time,Switzerland,L,Austria,100,"Python, Mathematics, MLOps, PyTorch, NLP",Associate,8,Transportation,2/2/19,8.7,Visionary AI,Fully Remote
XYZ249,Machine Learning Researcher,63724,USD,Executive,Full Time,Singapore,L,Ireland,0,"SQL, Data Visualization, PyTorch, Python, Statistics",Bachelor,5,Transportation,2/17/19,5.6,NextGen Analytics,On-site
XYZ250,Data Engineer,135130,EUR,Mid,Full Time,Switzerland,S,Canada,50,"Python, NLP, MLOps, Azure, Tableau",PhD,8,Real Estate,11/22/19,6.6,NextGen Analytics,Hybrid
XYZ251,AI Architect,110502,EUR,Entry_Level,Part Time,France,M,Singapore,50,"Deep Learning, Scala, Azure, Kubernetes, MLOps",Bachelor,3,Automotive,11/15/19,7.6,NeuralNet Inc,Hybrid
